"_id","objectid","project_name","address","status","description","image","project_url","project_type","image_alt_text","takedown_date","ward_name","ward_number","globalid","geometry"
139,155,"Islington Park Playground Improvements","19 Franel Crescent","In progress","The City is improving the playground at Islington Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/94a3-islington-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/islington-park-playground-improvements/","Playground Improvements","A photograph of Islington Park Playground which features a newer large play structure with slides and climbing opportunities (in blue) in the foreground and a small wood play structure in the background.","None","Humber River-Black Creek","07","0f58d783-2056-456e-a92a-fad54421e45b",c(-79.569348659963, 43.7525559300711)
140,156,"New Park at 57 Linelle Street","57 Linelle Street ","In progress","A new park is coming to 57 Linelle Street. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-57-linelle-street/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Willowdale","18","b9c1adb1-b2e3-4e0e-aef1-e38304f5ca0e",c(-79.4104540503098, 43.7538306198542)
141,157,"Thomson Memorial Park Playground Enhancements ","1005 Brimley Road ","In progress","The City is improving the playground at Thomson Memorial Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/543/3.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/thomson-memorial-park-playground-enhancements/","Playground Improvements","Illustration of children at a playground with the Toronto skyline in the background.","None","Scarborough Centre","21","bfcc24c6-fc07-4f69-bf4d-36942eecf38b",c(-79.2561067800627, 43.7573906198381)
142,158,"Albert Standing Park Improvements","50 Bogert Avenue ","In progress","The City is improving Albert Standing Park, including a possible small park expansion. Learn more about the project and how to get involved. ","https://www.toronto.ca/wp-content/uploads/2021/02/8b1c-albert-standing-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/albert-standing-park-improvements/","Park or Facility Improvements","Albert Standing Park in the winter, covered in a thin blanket of white snow. The image focuses on a circular, paved seating area with an empty, circular, decorative flower bed surrounded by many benches and garbage cans along the outside of the circular pathway. There are many trees and open space in the rest of the park.","None","Willowdale","18","4b6a07a5-d5db-4b67-9c68-f57839dadadb",c(-79.4133159998117, 43.7603536401399)
143,159,"Eastview Park Playground Improvements","33 Coronation Drive ","In progress","The City is improving the playground at Eastview Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/07/8f27-eastview-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/eastview-park-playground-improvements/","Playground Improvements","A photograph of Eastview Park Playground during the winter time. Four belt swings are in the foreground with a large play structure with slides and climbing options in the background. The playground is surrounded by a field with grass, mature trees and an apartment building in the distance.","None","Scarborough-Guildwood","24","deef57e3-855c-4f35-b045-7188c508d44c",c(-79.190492629806, 43.7609150996433)
144,161,"Ellesmere Park Playground Improvements","20 Canadian Road ","Complete","The City is improving the playground at Ellesmere Park. Learn more about the project and how you can get involved.","A photograph of Ellesmere Park Playground, which is located beside the Ellesmere Community Centre (to the right in this photo). The playground has sand play surfacing and includes two small play structures. The playground is surrounded by a narrow concrete pathway on one side and an open grassy area on the other side.","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/ellesmere-park-playground-improvements/","Playground Improvements","Illustration of children at a playground with the Toronto skyline in the background.","None","Scarborough Centre","21","7adecddb-2b5a-4e61-93a5-4ce47969e557",c(-79.2986131401975, 43.7609869999634)
145,162,"Plunkett Park Playground Improvements ","188 Plunkett Road ","In progress","The City is improving the playground at Plunkett Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/06/8ec7-plunkett-park-playground-improvements-banner-after.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/plunkett-park-playground-improvements/","Playground Improvements","The playground at Plunkett Park includes a combined junior/senior climbing structure with slides and swings for all ages. The primary colours for the playground equipment is orange and yellow, with dark teal accents.","None","Humber River-Black Creek","07","da51dc7e-1617-45c4-9864-d85ff283de70",c(-79.5708601694681, 43.7627543897806)
146,163,"Roywood Park Playground Improvements","2 Roywood Drive ","In progress","The City is improving the playground at Roywood Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/347/2.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/roywood-park-playground-improvements/","Playground Improvements","Illustration of children at a playground with the Toronto skyline in the background.","None","Don Valley East","16","ec4bd559-7ced-49f2-b6f5-f5534d6a2cb4",c(-79.3217379001827, 43.7638627503738)
147,164,"New Park at 965 Ellesmere Road","965 Ellesmere Road ","In progress","A new park is coming to 965 Ellesmere Road. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/06/8e68-new-park-965-ellesmere-rd-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-965-ellesmere-road/","New Park","A photograph of the location for the new park with residential townhouses in the background. The photograph illustrates a flat open area with grass and two small trees. The park is located on the south side of Kennedy Road, which is shown by an elevated bridge in the background.","None","Scarborough Centre","21","c1981bbb-1110-4836-9597-fc17d85791ba",c(-79.2783273902266, 43.7658306799085)
148,165,"Willowdale Park Playground Improvements","75 Hollywood Avenue ","In progress","The City is improving the playground at Willowdale Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/04/94ee-willowdale-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/willowdale-park-playground-improvements/","Playground Improvements","A photograph of the playground taken in March 2021 which shows the medium playground structure surrounded by mature trees and sparse patches of grass.","None","Willowdale","18","41eeee09-80a4-403c-a285-7e7fb3ca7caa",c(-79.4076820303657, 43.7664110604046)
149,166,"Ethennonnhawahstihnen’ Community Recreation Centre & Library","1001 Sheppard Ave. E","In progress","The City is building a new multi-use community recreation centre in the Bayview Village community. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/09/8e5f-bessarion-community-rec-centre-rendering-01-1024x583.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/ethennonnhawahstihnen-community-recreation-centre-library/","New Community Recreation Centre","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Don Valley North","17","016a5e17-954e-4e75-a8e4-db7a314b4a77",c(-79.3757294364769, 43.7687162296975)
150,167,"Elkhorn Parkette Playground Improvements","2 Elkhorn Drive","In progress","The City is improving the playground at Elkhorn Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/04/97ec-elkhorn-parkette-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/elkhorn-parkette-playground-improvements/","Playground Improvements","A photograph of Elkhorn Parkette Playground, with a focus on the swing set in the foreground. In the distance, is a small yellow slide and small blue climbing structure. Elkhorn Public School is shown in the distance, adjacent to the playground.","None","Don Valley North","17","038342ea-99e4-4562-abc6-784941be274c",c(-79.3792265697428, 43.7710800896549)
151,168,"Herbert H. Carnegie Centennial Centre Improvements","580 Finch Avenue West ","Complete","The City is improving Herbert H. Carnegie Centennial Centre. Learn more about the project.","https://www.toronto.ca/wp-content/uploads/2021/02/9317-herbert-h-carnegie-centennial-centre-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/herbert-h-carnegie-centennial-centre-improvements/","Park or Facility Improvements","The exterior of Herbert H. Carnegie Centennial Centre","None","York Centre","06","692561d9-d312-475c-8965-d881d1b22fa4",c(-79.4500552601663, 43.7733652900179)
152,169,"New Park on Brimorton Drive","None","In progress","A new park is coming to Brimorton Drive. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-on-brimorton-drive/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Scarborough-Guildwood","24","ffb48288-2c82-439e-a533-a5657690ea85",c(-79.2293400304602, 43.774076160316)
153,170,"Confederation Park Improvements ","250 Dolly Varden Boulevard ","Complete","The City is improving Confederation Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/02/941f-confederation-park-playground-basketball-improvements-banner-after.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/confederation-park-playground-enhancement-basketball-revitalization/","Park or Facility Improvements","The playground, with swings and slide, after construction.","None","Scarborough-Guildwood","24","4af9a75d-7f8b-4d34-9948-47626c1f68c7",c(-79.2347428097664, 43.7744405598909)
154,171,"Wanita Park Playground Improvements","5 Meadowvale Road","In progress","The City is improving the playground at Wanita Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/05/9853-wanita-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/wanita-park-playground-improvements/","Playground Improvements","A photograph of Wanita Park Playground which shows the combine junior and senior play structure in the foreground and open law and mature trees surrounding the playground. The playground equipment is yellow and red.","None","Scarborough-Rouge Park","25","5604036f-833f-461e-bd98-1629cd201840",c(-79.1563511996891, 43.7758474002527)
155,172,"Bill Hancox Park Playground Improvements ","101 Bridgeport Dr E","In progress","The City is improving the playground at Bill Hancox Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_playground-improvements.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/bill-hancox-park-playground-improvements/","Playground Improvements","Illustration of children at a playground with the Toronto skyline in the background.","None","Scarborough-Rouge Park","25","768d5bb5-e33c-4665-8759-9ff3f9f93ed6",c(-79.1395616104223, 43.7773489096827)
156,173,"New Park at 25 Holmes Avenue","25 Holmes Avenue ","In progress","A new park is coming to 25 Holmes Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-25-holmes-avenue/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Willowdale","18","7f6ab777-0b5c-431e-8fbe-22f21a262085",c(-79.4133539506188, 43.777923279637)
157,175,"Port Union Village Common Park Improvements","105 Bridgend Street ","In progress","The City is improving Port Union Village Common Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/1094/1.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/port-union-village-common-park-fitness-improvements/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Scarborough-Rouge Park","25","976140e8-406d-490b-bc9c-2cde9848b2ef",c(-79.132243419923, 43.7786304604278)
158,177,"Upper Highland Creek Trail Connection and Access Improvements","None","In progress","The City is improving Upper Highland Creek Trail. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2019/12/959a-upper-highland-creek-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/upper-highland-creek-access-improvements-connecting-gatineau-trail-with-morningside-park/","Park or Facility Improvements","A creek runs through a wooded area","None","Scarborough-Guildwood","24","08d68cc4-65bc-4b97-8bed-259f04902683",c(-79.2101206399697, 43.7803874001042)
159,178,"Clydesdale Park Playground Improvements","116 Clydesdale Road ","In progress","The City is improving the playground at Clydesdale Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/07/8e49-clydesdale-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/clydesdale-park-playground-improvements/","Playground Improvements","A photograph of Clydesdale Park Playground on a sunny day. The red spiral slide and swing sets are in the foreground, with the junior play structure in the background. The playground is surrounded by grass and mature trees.","None","Don Valley North","17","d8f44890-d0a5-4a49-a77a-2f29729f76af",c(-79.3289044801649, 43.7829097896051)
160,179,"Bellbury Park Playground Enhancements ","55 Van Horne Avenue ","In progress","The City is improving the playground at Bellbury Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/03/9548-bellbury-park-playground-enhancements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/bellbury-park-playground-enhancements/","Playground Improvements","A ground level view of Bellbury Park Playground today, which includes various play elements and structures dispersed across a large area within the park. The playground is surrounded by both mature trees and an open lawn area. The image focuses on the sensory play panels, shade structure with seating and junior swing set.","None","Don Valley North","17","fa336822-645e-4e37-9421-4b49f478ad92",c(-79.3609390904936, 43.7844820699473)
161,180,"Leslie Park Playground Improvements","5200 Leslie Street ","In progress","The City is improving the playground at Leslie Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/04/977b-leslie-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/leslie-park-playground-improvements/","Playground Improvements","A photograph of Leslie Park Playground, with a small swing set in the foreground and junior and senior play structure in the background, shown in blue. A winding pathway is located along the edge of the playground and connects to the basketball court.","None","Don Valley North","17","89628c51-27cf-4683-bb47-0849954ddc66",c(-79.3675882003823, 43.784796810218)
162,181,"New Park on Olympic Garden Drive ","5799-5915 Yonge Street ","In progress","A new park is coming to Olympic Garden Drive. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/10/90df-OlympicGardendrive-Park-Wave-1024x338.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-on-olympic-garden-drive/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Willowdale","18","39eb596b-e4f9-4a93-ae88-856fb49872a2",c(-79.4154240702276, 43.7861020198017)
163,182,"Newtonbrook Community Recreation Centre","Yonge St. / Cummer Ave.","In progress","The City is building a new community recreation centre in Newtonbrook Plaza. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/04/8d89-newtonbrook-crc-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/newtonbrook-community-recreation-centre/","New Community Recreation Centre","A rendering of the new Newtonbrook Community Recreation Centre. The community centre will be a two-storey facility located within the base of the Newtonbrook Plaza Redevelopment at Yonge Street and Cummer Avenue. The exterior of the development site include simple modern design features like floor to ceiling windows and sculptural elements.","None","Willowdale","18","50664077-f83e-48f7-ac9a-080ccec13a54",c(-79.4159486795185, 43.7861565000942)
164,183,"Seven Oaks Park Basketball Court ","372 Military Trail ","In progress","The City is building an outdoor basketball court in Seven Oaks Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/08/94ea-seven-oaks-parks-basketball-court-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/seven-oaks-park-basketball-court/","Park or Facility Improvements","An image of the park sign at the entrance of Seven Oaks Park. Mature trees and plants surround the sign.","None","Scarborough-Guildwood","24","554e9e16-b395-4830-8504-d93e7c52e0ae",c(-79.211017409959, 43.7870055897402)
165,184,"Review of City Golf Course Operations","2481 Birchmount Rd","In progress","The City conducted an operational review of our five City-operated golf course locations to better understand how to maximize golf and non-golf experiences.","https://www.toronto.ca/wp-content/uploads/2021/05/8e79-review-city-golf-course-operations-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/review-of-city-golf-course-operations/","Master Plan or Study","An image of a golf course surrounded by tall mature trees with a bridge in the background. Two red golf balls sit on top of tees in the lawn.","None","Scarborough-Agincourt","22","91508501-de22-4c99-8fb8-8b29af57a55f",c(-79.2962266602164, 43.7887417798655)
166,185,"Highland Creek Community Park Playground Enhancement Project","3500 Elesmere Road ","In progress","The City is improving the playground at Highland Creek Community Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/635/1.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/highland-creek-community-park-playground-enhancement/","Playground Improvements","The playground at Highland Creek Community Park, with multiple climbing options, slides and swings.","None","Scarborough-Rouge Park","25","1ed36533-666f-47bd-8610-33130fdea1b9",c(-79.1793256894431, 43.7891620498826)
167,186,"Donalda Park Fitness Improvements ","80 Donalda Crescent ","In progress","The City is adding outdoor fitness equipment to Donalda Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/10/9611-donalda-park-fitness-improvements-banner-new.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/donalda-park-fitness-improvements/","Park or Facility Improvements","Looking south-west at fitness equipment which included triple push-up bars, parallel bars, info panel, double pull-up bars, long bench, concrete seating wall, accessible asphalt walkway and benches and tree planting.","None","Scarborough-Agincourt","22","37bed8ef-4dad-4eda-a62b-dd84e24b31b2",c(-79.2836491194543, 43.7905740700762)
168,187,"Goulding Community Centre Improvements ","45 Goulding Avenue","In progress","The City is improving Goulding Community Centre. Learn more about the project.","https://www.toronto.ca/wp-content/uploads/2021/05/95d2-goulding-community-centre-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/goulding-community-centre-improvements/","Park or Facility Improvements","The exterior of Goulding Community Centre which shows the entrance, blue metal roof structure and planting beds with colourful flowers lining the exterior.","None","Willowdale","18","c9b56374-7187-44e5-bea5-1430868bca2b",c(-79.4221432999671, 43.7909118904505)
169,188,"Pinto Park Playground Enhancements","23 Pinto Drive ","Complete","The City is improving the playground at Pinto Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/04/983c-pinto-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/pinto-park-playground-improvements/","Playground Improvements","A picture of Pinto Park Playground taken during the winter time. The image shows all three play structures in the playground and the surrounding grass, tall light post and residential homes.","None","Don Valley North","17","afa7aae3-0550-460c-ba9c-88495fcd266f",c(-79.3403828801598, 43.7914197100451)
170,189,"Rosebank Park Playground Improvements","1051 Progress Avenue","In progress","The City is improving the playground at Rosebank Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/871e-rosebank-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/rosebank-park-playground-improvements/","Playground Improvements","A photograph of Rosebank Park streetscape, with the park sign in the foreground and the playground in the background. An open lawn and trees surround the playground.","None","Scarborough North","23","3cebf898-5045-4dc8-86f6-f598715ccf36",c(-79.2338392605321, 43.7920463297354)
171,190,"Ruddington Park Playground Improvements ","74 Ruddington Drive ","Complete","The City is improving the playground at Ruddington Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/04/903d-ruddington-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/ruddington-park-playground-improvements/","Playground Improvements","A photograph of Ruddington Park Playground on a sunny day. The playground features two separate structures with various features like slides, monkey bars and seating options. The playground is surrounded by mature trees, sparse grassy areas and a concrete pathway.","None","Don Valley North","17","35eb38e2-e720-4f59-aefa-50d9cf1f8a2c",c(-79.3888099505089, 43.7920882696898)
172,191,"Bob Loptson Playground Enhancement ","270 Rouge Hills Drive ","In progress","The City is improving the playground at Bob Lopston Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/754/1.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/bob-loptson-playground-enhancement/","Playground Improvements","The Bob Loptson Playground at West Rouge Park.","None","Scarborough-Rouge Park","25","b3a3f72b-bb40-48b0-9eae-90395754c1d3",c(-79.125107660286, 43.7920991396889)
173,192,"Havendale Park Playground Enhancement","5 Belgreen Avenue","In progress","The City is improving the playground at Havendale Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/01/8d08-havendale-park-playground-enhancements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/havendale-park-playground-enhancements/","Playground Improvements","The playground surrounding by trees during fall.","None","Scarborough-Agincourt","22","a67a6c2d-2837-47c9-b384-172ea9c15f3e",c(-79.2884128801168, 43.7929521298483)
174,194,"L'Amoreaux Sports Complex South Playground Improvements","100 Silver Springs Boulevard ","In progress","The City is improving the playground at L'Amoreaux Sports Complex South. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/8eb5-lamoreaux-sports-complex-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lamoreaux-sports-complex-south-playground-improvements/","Playground Improvements","A photograph of the playground in L'Amoreaux Park which includes various stand-alone play structures and features in the foreground.","None","Scarborough-Agincourt","22","dbbde5ea-8727-46b4-a6e2-5d4fc098b210",c(-79.304337089638, 43.8036245697183)
175,195,"North East Scarborough Community & Child Care Centre and Park Improvements","8450 Sheppard Ave E","In progress","The City is building a new multi-use community recreation and child care centre in Scarborough's Joyce Trimmer Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2019/10/90f6-north-east-scarborough-cc-project-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/north-east-scarborough-community-and-child-care-centre/","New Community Recreation Centre","A rendering of what the final centre could look like","None","Scarborough-Rouge Park","25","3c84cb10-2c97-44e8-a982-c5e4f3c8ceff",c(-79.1898292005427, 43.8051642601829)
176,196,"L'Amoreaux Tennis Centre Improvements","300 Silver Springs Boulevard","In progress","The City is improving L'Amoreaux Tennis Centre. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lamoreaux-tennis-centre-improvements/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Scarborough-Agincourt","22","0c7b86b8-9b66-47c8-bf64-9ed4f1dff94c",c(-79.3050299303873, 43.8054576700561)
177,197,"L'Amoreaux Kidstown Water Park Redesign and Replacement","3159 Birchmount Road ","In progress","The City is improving L'Amoreaux Kidstown Water Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/07/8fd0-kidstown-waterpark-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lamoreaux-kidstown-water-park-improvements/","Park or Facility Improvements","Waterplay features at Kidstown Water Park","None","Scarborough-Agincourt","22","c93b077b-76db-4760-85f1-3515e133e6b8",c(-79.3105477595552, 43.8080542703719)
178,200,"Milliken Park Pond & Stream Restoration ","5555 Steeles Avenue East ","In progress","The City is improving the ponds in Milliken Park. Learn more about the project.","https://www.toronto.ca/wp-content/uploads/2022/09/8fa4-milliken-park-pond-stream-restoration-banner-bridge.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/milliken-park-pond-stream-restoration/","Park or Facility Improvements","A photograph of the restored Pond A and stream, which occurred during Phase 2 construction. The photo is taken facing north towards Steeles Avenue East and shows a pond surrounded by mature trees and rocks.","None","Scarborough North","23","71c904b0-383a-4fe3-8275-0ff1c37b9e81",c(-79.2711655299605, 43.8315285301502)
179,201,"Milliken Park Playground Improvements ","5555 Steeles Avenue East ","Complete","The City is improving the playground at Milliken Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/04/8fdf-milliken-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/milliken-park-playground-improvements/","Playground Improvements","A picture of Milliken Park Playground on a day with overcast weather. The playground has a circular footprint with sand under all play equipment and a narrow concrete path surrounding the playground. The playground is larges, with many different climbing features and play panels and is surrounded by mature trees and open green space.","None","Scarborough North","23","f522cb4b-5a94-4afb-9dcc-0b361907945b",c(-79.2711655299605, 43.8315285301502)
180,202,"Earl Bales Skatepark","4169 Bathurst St","In progress","A new skatepark is coming to Earl Bales Park! Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/07/90d9-earl-bales-skatepark-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/earl-bales-skatepark/","Park or Facility Improvements","Park sign in a flower bed at Earl Bales Park.","None","York Centre","06","760fe2a1-0065-4a91-b688-fb4d12db0604",c(-79.4318856957275, 43.752590163524)
181,203,"Green Space at 25 Oakcrest Avenue","25 Oakcrest Ave","In progress","The small existing green space at 25 Oakcrest Ave, adjacent to Oakcrest Parkette, is being improved! Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/green-space-at-25-oakcrest-avenue/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Beaches-East York","19","393b1f46-e125-4d8d-afa8-cddee8e3197e",c(-79.3112418621933, 43.6828106302056)
182,204,"Beare Hill Park Project","8145 Finch Ave East","In progress","The City is transforming the former Beare Road Landfill site into Beare Hill Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2017/12/8dc8-BeareHill-Cropped.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/beare-hill-park-project/","New Park","Beare Hill landfill is being transformed into a park","None","Don Valley West","15","5842d49b-8a81-47e9-b29c-b8195be05592",c(-79.3524206001955, 43.7513983996935)
183,205,"Bluffer’s Park East Washroom & Site Improvements","1 Brimley Rd S","In progress","The City is improving the east washroom and maintenance building in Bluffer’s Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/07/8fea-bluffers-park-e-building-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/bluffers-park-east-washroom-building-improvements/","Park or Facility Improvements","A brown brick building with a blue roof. A bicycle rack sits in front.","None","Scarborough Southwest","20","0cbfe4ca-36c1-4c30-84c2-6601c7a13e17",c(-79.2274133210366, 43.7130420552119)
184,206,"Beare Hill Park Project","8145 Finch Ave East","In progress","The City is transforming the former Beare Road Landfill site into Beare Hill Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2017/12/8dc8-BeareHill-Cropped.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/beare-hill-park-project/","New Park","Beare Hill landfill is being transformed into a park","None","Scarborough-Rouge Park","25","4269f269-711b-43be-83e7-a0513bf89874",c(-79.1663919315198, 43.829808763557)
185,207,"Bob Acton Park Improvements","45 William Hancox Ave","In progress","The City is improving Bob Acton Park and adding a new playground! Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/07/8e8f-bob-acton-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/bob-acton-park-improvements/","Park or Facility Improvements","A photograph of the entrance to Bob Action Park, which illustrates the park sign in the foreground, and large open lawn, seating and blue shade structure in the background.","None","Beaches-East York","19","50227807-f7f1-4cbb-8fb1-76381697f99a",c(-79.2933984148195, 43.686541219039)
